,text,embeddings,distances
21,"January 30 – A Jamaat-ul-Ahrar suicide bombing inside a mosque in Peshawar, Khyber Pakhtunkhwa, Pakistan, kills 84 people and injures over 220 others.","[-0.01531526  0.00089185  0.00134295 ...  0.00319918  0.01855429
 -0.0062007 ]",0.28419349446883446
22,January 30 – Prime Minister of Fiji Sitiveni Rabuka confirms that Kiribati will rejoin the Pacific Islands Forum after leaving the organization the previous year.,"[-0.00228493 -0.0058002  -0.00999615 ...  0.00756742 -0.00346734
 -0.01655373]",0.2891585077000898
23,February 1 – Lebanese liquidity crisis: The central bank of Lebanon devalues the Lebanese pound by 90% amid an ongoing financial crisis.,"[-0.0035125   0.00404372  0.00777837 ... -0.00411777  0.0142303
 -0.01274288]",0.30867023137352756
24,February 2 – Israel and Sudan announce the finalization of an agreement to normalize relations between the two countries.,"[-0.00803985 -0.01365039  0.011009   ... -0.00279563  0.00645887
 -0.00479756]",0.2832727283783032
25,"February 2 – The European Central Bank and Bank of England raise their interest rates by 0.5 percentage points to combat inflation, one day after the US Federal Reserve raises its federal funds rate by 0.25 percentage points.","[-0.02368204 -0.01493277  0.00860815 ...  0.01629263  0.00201252
 -0.01022459]",0.2932135020135751
26,"February 3 – The US announces it is tracking alleged Chinese spy balloons over the Americas, later announcing that the balloons did not collect any information. One balloon drifts from Yukon to South Carolina before being shot down the next day, and a second hovers over Colombia and Brazil. This event is followed by subsequent detections and shootdowns of high-altitude objects elsewhere.","[-0.02912885 -0.00287657  0.01131308 ...  0.03219364  0.00089112
 -0.00217534]",0.27417455821502856
27,"February 3 – A Norfolk Southern train carrying hazardous materials derails in East Palestine, Ohio. Multiple train cars burn for more than two days, followed by emergency crews conducting a controlled burn of several additional cars, releasing hydrogen chloride and phosgene into the atmosphere.","[-0.00797171  0.00473363 -0.00365999 ... -0.00226219 -0.01117548
  0.00872634]",0.30146197279569986
28,"February 5 – The 2023 Cypriot presidential election is held, with Nikos Christodoulides elected president.","[-0.01361301 -0.01432747 -0.00240492 ...  0.01194168  0.01419989
 -0.01389369]",0.24122408929158112
29,"February 5 – Cyclone Freddy forms in the Indian Ocean. It would become the longest lasting tropical cyclone in history and cause over 1,400 deaths and countless injuries and property damage across southeastern Africa.","[-0.01819658 -0.00773908 -0.00907228 ... -0.00395733  0.01141351
 -0.02129221]",0.29479801681895335
30,"February 6 – A 7.8 Mww earthquake strikes southern and central Turkey and northern and western Syria followed by a 7.7 Mww  aftershock on the same day, causing widespread damage and at more than 59,000 fatalities and 121,000 injured.","[-0.0025118  -0.01761739 -0.01586889 ...  0.00305489  0.01029226
 -0.023247  ]",0.31924608655521425
31,"February 13 – The 2023 Bangladeshi presidential election scheduled for 19 February is held, with Shahabuddin Chuppu of the Awami League, the only nominated candidate, elected unopposed.","[-0.02576108 -0.0050771  -0.01098311 ... -0.00672197  0.01894845
  0.00718176]",0.25991623746314185
32,"February 14 – The European Parliament approves a ban on the sale of new petrol and diesel vehicles in the European Union from 2035, citing the need to combat climate change in Europe and promote electric vehicles.","[-0.0059108  -0.01233257 -0.00770865 ...  0.01661585 -0.00298694
 -0.01937886]",0.23701164034296263
33,February 16 – Lawmakers in the Russian State Duma vote to withdraw Russia from 21 conventions of the Council of Europe.,"[ 0.00623242  0.01573472  0.00808971 ...  0.01366815  0.0238833
 -0.01827216]",0.29768373407659887
34,February 17 – The South African Navy hosts a ten-day joint military exercise in the Indian Ocean with Russia and China.,"[-0.01013235 -0.01898262  0.01444301 ... -0.0130759   0.02429409
 -0.0053082 ]",0.2572601593431294
35,February 19 – Libyan Crisis: The African Union announces the organization of a peace conference to address the instability in Libya.,"[-0.01295392 -0.00682457  0.02188964 ... -0.01237352  0.00278723
 -0.02011653]",0.2676253096530795
36,"February 21 – Vladimir Putin announces that Russia is suspending its participation in New START, a nuclear arms reduction treaty with the US.","[-0.03010354 -0.01665608  0.01138665 ...  0.00492378  0.02415588
 -0.01669521]",0.26488639756505794
37,"February 23 – Oman opens its airspace to Israeli airlines for the first time, in an upgrade of bilateral relations.","[-0.01066614 -0.00625257 -0.01125978 ... -0.00084368  0.02898506
 -0.00598801]",0.2628951529832445
38,"February 25 – 2023 Nigerian general election: Bola Tinubu is elected as Nigeria's president, defeating former vice president Atiku Abubakar and Peter Obi.","[-0.03416337 -0.03662354 -0.01157167 ... -0.01222476  0.01140047
  0.00223825]",0.240641759375123
39,February 27 – The United Kingdom and the European Union reach an agreement surrounding modifications to the Northern Ireland Protocol.,"[-0.00096695 -0.01110224  0.00711779 ...  0.01177052  0.00383945
 -0.0141095 ]",0.2712669110797291
40,"February 28 – A train crash in Thessaly, Greece, kills 57 people and injures dozens. The crash leads to nationwide protests and strikes against the condition of Greek railways and their mismanagement.","[-0.00637107 -0.00276014  0.00223168 ...  0.00233966 -0.0107199
 -0.00432264]",0.28571493951335636
41,March 2 – The National Assembly of Vietnam declares Võ Văn Thưởng as the country's new president after receiving 98.38% votes from the Vietnamese parliament.,"[-0.03115089 -0.01582063  0.01231712 ... -0.0051359  -0.00301476
  0.00971691]",0.27429485515461627
42,"March 4 – UN member states agree on a legal framework for the High Seas Treaty, which aims to protect 30% of the world's oceans by 2030.","[ 0.01253902 -0.01346147  0.01335968 ...  0.0001169   0.01524276
 -0.0026942 ]",0.2449866564694242
43,"March 4 – Kivu conflict: Burundi deploys 100 troops to the Democratic Republic of the Congo to help fight insurgencies by militias, including M23.","[-0.03069244 -0.00541478  0.01044558 ... -0.00656347 -0.01235898
  0.01515098]",0.2630422146709094
44,"March 5 – The 2023 Estonian parliamentary election is held, with two centre-right liberal parties gaining an absolute majority for the first time.","[-0.011701   -0.00494677 -0.00263828 ...  0.01426952  0.00359909
 -0.01442173]",0.2430079044627953
45,"March 8–21 – The 2023 World Baseball Classic is held in, and won by, Japan.","[-0.00954283 -0.0268081   0.0085413  ...  0.00836493 -0.00551468
 -0.00266601]",0.24225551452601457
46,"March 8 – Allied Democratic Forces jihadist insurgents use machetes to kill about 35 people in the village of Mukondi, North Kivu, Democratic Republic of the Congo.","[-0.03976535  0.00189375  0.00036458 ...  0.00043502  0.00287697
  0.0107808 ]",0.26612128531551515
47,March 10 – The 2023 Chinese presidential election is held with the National People's Congress unanimously re-electing Xi Jinping as the President of the People's Republic of China to an unprecedented third term.,"[-0.00892085 -0.02325838  0.0028383  ...  0.01180247  0.01128262
 -0.00316562]",0.23860103091809126
48,"March 10 – Iran and Saudi Arabia agree to resume diplomatic relations which were severed in 2016, at talks mediated by China.","[-0.00285649 -0.02442839  0.00482544 ... -0.01257306  0.00125923
 -0.01158618]",0.27204051316623323
49,"March 10 – Silicon Valley Bank, the 16th largest bank in the United States, fails, creating then the largest bank failure since the 2008 financial crisis, affecting companies around the world.","[-0.03089227 -0.02470342  0.02262313 ... -0.00252722 -0.00239721
  0.0009345 ]",0.28053624938699007
50,"March 10 – Kivu conflict: Angola announces the deployment of troops to the Democratic Republic of the Congo, following the failure of a ceasefire between government forces and M23 rebels in North Kivu.","[-0.02716203 -0.01652336  0.01356817 ...  0.00935381  0.00460303
  0.01405642]",0.25976048570842114
51,"March 14 – OpenAI launches GPT-4, a large language model for ChatGPT, which can respond to images and can process up to 25,000 words.","[-0.01901513 -0.00558958 -0.00815312 ... -0.00621725 -0.01063737
 -0.0286218 ]",0.18003140204111945
52,"March 17 – The International Criminal Court issues an arrest warrant for Russian president Vladimir Putin and Maria Lvova-Belova, Russian Commissioner for Children's Rights, marking the first arrest warrant against a leader of a permanent member of the United Nations Security Council.","[ 0.00289329 -0.00390227 -0.00061982 ...  0.01876482  0.01274026
  0.00505633]",0.2607481729050739
53,"March 19 – In a deal brokered by the Swiss government, investment bank UBS agrees to buy Credit Suisse for CHF 3 billion (US$3.2 billion) in an all-stock deal.","[-1.26614664e-02 -1.28275603e-02  3.91215011e-02 ...  5.51982739e-05
 -5.57692209e-03 -6.02729246e-03]",0.2890875805640065
54,March 20 – The Intergovernmental Panel on Climate Change (IPCC) releases the synthesis report of its Sixth Assessment Report on climate change.,"[-0.01284602 -0.00949544  0.00819102 ...  0.00884962 -0.02181714
 -0.02887637]",0.2362268832822455
55,"March 23 – World Athletics, the global governing body for athletics, bans trans women who have gone through male puberty from competing in female events.","[-0.01561635 -0.00611511  0.00610864 ... -0.00971166 -0.00712836
  0.00180475]",0.2590716663808975
56,"March 24–27 – A tornado outbreak kills at least 26 people in Mississippi and Alabama. This includes a violent tornado which devastated the city of Rolling Fork and the town of Silver City in Mississippi, killing 16 people and injuring 165 others.","[-0.03178928 -0.01548641 -0.00405596 ...  0.00709135  0.00319506
 -0.01365596]",0.29607232898517055
57,"March 26 – Honduras switches its formal diplomatic recognition of ""China"" from the Republic of China to the People's Republic of China.","[-0.00941566  0.0083457   0.01522588 ...  0.01141293  0.00790475
  0.00164547]",0.29678904637528103
58,March 26 – 2023 Israeli judicial reform protests: Large-scale spontaneous protests erupt across Israel in the wake of Prime Minister Benjamin Netanyahu firing his defense minister who criticized the government's judicial overhaul plan.,"[-0.03010057 -0.02248445 -0.00974109 ...  0.00072823 -0.00401601
 -0.00058161]",0.23686453628135684
59,"March 29 – Brazil and China sign an agreement to trade in their own currencies, ceasing the usage of the United States dollar as an intermediary.","[-0.01326406 -0.01366327  0.01279402 ...  0.00176586 -0.01559493
 -0.02212394]",0.28276094920066397
60,March 29 – Burkina Faso formally resumes diplomatic relations with North Korea after suspending them in 2017.,"[-0.01200984 -0.0111091  -0.00281481 ...  0.00460486 -0.00061844
 -0.00041039]",0.2988623966988794
61,March 30 – The International Court of Justice rules that the United States violated its Treaty of Amity with Iran when it allowed its domestic courts to freeze assets held by Iranian companies.,"[-0.01500182 -0.00806068 -0.00075075 ... -0.00845581  0.01141271
 -0.03155782]",0.2719887897451775
62,"March 31 – April 1 – A historic and widespread tornado outbreak occurs in the United States, killing 33 people, injuring more than 218 others, and caused over $5.4 billion in damage. This tornado outbreak produced 147 tornadoes, making it the third largest tornado outbreak in history.","[-0.0317485  -0.02339159 -0.00232495 ...  0.01684298  0.00397825
 -0.0166234 ]",0.2905473279764763
63,"April 2 – The 2023 Bulgarian parliamentary election results in a GERB—SDS–PP–DB coalition government headed by Nikolai Denkov as prime minister, and ends two years of political deadlock.","[-0.01039485  0.00281419 -0.03203999 ...  0.00973383  0.00187451
  0.00771189]",0.25949098816483906
64,"April 2 – The 2023 Montenegrin presidential election is held, with Jakov Milatović of the Europe Now! movement winning in the second round, becoming the first president not from the DPS party since the introduction of a multi-party system in 1990.","[-0.01991461 -0.00494016 -0.00562665 ...  0.0021124  -0.0010177
 -0.00826354]",0.2526941469527495
65,"April 2 – The 2023 Finnish parliamentary election is held, with the centre-right National Coalition led by Petteri Orpo receiving the most votes.","[-0.01611118 -0.01116121  0.00031571 ...  0.01431119 -0.00478202
 -0.00298836]",0.23921963340640573
66,"April 2 – The 2023 Andorran parliamentary election is held, with the ruling Democrats for Andorra led by Prime Minister Xavier Espot winning the majority of the seats.","[-0.01257999 -0.00032054 -0.0082124  ...  0.01921741 -0.00710726
  0.00860945]",0.24937876350737476
67,"April 4 – Finland becomes the 31st member of NATO, doubling the alliance's border with Russia.","[-0.00049016 -0.02242374 -0.00874871 ...  0.01299224  0.00862746
 -0.02050937]",0.2648314196145022
68,April 5 – Clashes between Palestinians and the Israeli police happen at Al-Aqsa Mosque in Jerusalem.,"[-0.01995343  0.00229815 -0.01688073 ...  0.00320976  0.01902269
 -0.00750325]",0.2917701645335665
69,April 10 – Two document leaks from the Pentagon detailing foreign military aid relating to the Russian invasion of Ukraine are leaked onto the Internet.,"[-0.01059628 -0.01234725 -0.0045648  ...  0.00049428  0.01114548
 -0.01266385]",0.2811566146663649
70,"April 11 – Myanmar civil war: In the village of Pazigyi, at least 165 people are killed by the Myanmar Air Force during the opening celebrations of a People's Defence Force administration office.","[-0.02144865 -0.00660061 -0.0085861  ...  0.00979466  0.00313927
 -0.00743066]",0.2766578600913554
71,"April 14 – Jupiter Icy Moons Explorer (JUICE) is launched by the European Space Agency (ESA) to search for life in the Jovian system, with an expected arrival date of 2031.","[ 0.00725985 -0.02323674 -0.01331081 ... -0.00712916  0.00961881
 -0.02314526]",0.22569674347092505
72,"April 15 – Nuclear power in Germany ends after 50 years, with the closure of the final power plants.","[ 0.00450288 -0.03134235 -0.00295289 ...  0.03263535  0.02095955
 -0.00887645]",0.28427561249564504
73,"April 15 – Fighting breaks out across Sudan between the Sudanese Armed Forces and the paramilitary Rapid Support Forces. The RSF captures Khartoum International Airport, and the presidential palace in Khartoum.","[-0.02246529 -0.01477806 -0.01157725 ...  0.00641156  0.01728304
  0.01733605]",0.2897126925544289
74,"April 19 – At least 90 people are killed and another 322 injured in a crowd crush during a Ramadan charity event in Sanaa, Yemen.","[-0.01257042 -0.00441786  0.0067862  ...  0.00023138 -0.00222845
  0.0070855 ]",0.29709159569455823
75,"April 20 – SpaceX's Starship rocket, the largest and most powerful rocket ever built, launches for the first time in a test flight from Texas. It explodes four minutes after launch.","[-0.00495771 -0.00318499 -0.01925413 ...  0.01414242  0.0029802
 -0.0097909 ]",0.26578484143099435
76,"April 21 – The Global Fellowship of Confessing Anglicans, representing a majority of the global Anglican population, reject the leadership of Archbishop of Canterbury Justin Welby as the head of global Anglicanism over his support for same-sex marriage.","[-0.0259496  -0.0003662  -0.00713548 ... -0.00017204  0.01225398
 -0.00064973]",0.29555229502856706
77,"April 25 – A mass cult suicide is uncovered in Shakahola forest in Kenya. 429 followers of the Good News International Ministries are found in shallow graves throughout the forest, with over 613 people missing.","[-0.00530029 -0.00075565  0.01253874 ...  0.00885359 -0.00081045
 -0.01824776]",0.2875231156761724
78,April 29 – The 2023 Niuean general election is held and incumbent Dalton Tagelagi is re-elected as Premier of Niue.,"[-0.01213745 -0.00625252 -0.0040305  ...  0.01389012 -0.0009108
 -0.00353489]",0.24600329470598659
79,"April 30 – The 2023 Paraguayan general election is held, with the Colorado Party candidate Santiago Peña being the president-elect of Paraguay, winning in a plurality.","[-0.01901962 -0.01376522 -0.00205311 ...  0.0110991  -0.0119943
  0.00640258]",0.26332945877827607
80,"April 30 – The second round of the 2023 French Polynesian legislative election is held; the Tāvini Huiraʻatira party wins a majority of seats. Moetai Brotherson, Tāvini Huiraʻatira's deputy leader, is elected President of French Polynesia.","[-0.02366785 -0.00391309 -0.02490803 ...  0.0113248   0.0039033
  0.00134788]",0.2601370262829452
81,May 1 – 2023 banking crisis: San Francisco-based First Republic Bank fails and is auctioned off by the US FDIC to JPMorgan Chase for $10.7 billion. The collapse surpasses March's collapse of Silicon Valley Bank to become the second largest in US history.,"[-0.03149776 -0.02569554  0.02006436 ... -0.00662124 -0.01171627
 -0.00406879]",0.28925045534093685
82,"May 3 – A school shooting occurs in Belgrade, Serbia. A second mass murder occurs the next day near Mladenovac and Smederevo. These events leave 19 people dead, causing the government to increase regulations on gun ownership and mass anti-government protests to begin.","[-0.01653726 -0.00193469 -0.03085037 ... -0.0084518   0.00348342
  0.00853684]",0.2919850184557875
83,"May 4 – A series of floods and landslides strikes villages in the eastern Democratic Republic of the Congo, resulting in over 400 deaths.","[-0.01884677 -0.00450444 -0.00385031 ... -0.01720172 -0.01150236
  0.00820579]",0.30059279458750465
84,"May 5 – The World Health Organization ends its declaration of COVID-19 being a global health emergency, but continues to refer to it as a pandemic.","[-0.00938637  0.00205447 -0.0008892  ...  0.00345087  0.01319999
 -0.03171593]",0.2777378364611002
85,"May 6 – The coronation of Charles III and Camilla as King and Queen of the United Kingdom and the other Commonwealth realms is held in Westminster Abbey, London.","[ 0.00453621 -0.0024608  -0.01544079 ...  0.01727297  0.00263138
 -0.0009919 ]",0.3070693598363816
86,May 7 – Syria is readmitted into the Arab League after being suspended since 2011.,"[ 0.0015974   0.00343612 -0.02684967 ...  0.00067404  0.02733552
 -0.00834897]",0.29850374128502755
87,"May 9 – Cyclone Mocha forms in the Indian Ocean, killing over 400 people and injuring over 700 as it strikes Myanmar and Bangladesh.","[-1.83933470e-02 -1.48506351e-02  6.40870712e-05 ... -2.37923907e-03
  5.33367880e-03 -2.07595136e-02]",0.283726332586023
88,"May 9–13 – The Eurovision Song Contest 2023 is held in Liverpool, UK. Swedish contestant Loreen wins with the song ""Tattoo"".","[-0.01522855 -0.01927244  0.01927244 ... -0.00289375  0.02643882
 -0.02234374]",0.26357266065867613
89,May 11 – The World Health Organization ends its declaration of mpox being a global health emergency.,"[-0.01169031  0.00891098 -0.00555537 ...  0.00531497  0.0040702
 -0.0380676 ]",0.2852948913512726
90,"May 14 – The 2023 Thai general election is held, with pro-democratic parties such as the Move Forward and Pheu Thai parties gaining a majority of seats in the House of Representatives while pro-military parties such as Palang Pracharat lost seats.","[-0.02837165 -0.0260723  -0.0050144  ... -0.00323468  0.00777492
  0.0082231 ]",0.25050502027265587
91,"May 14 – The 49th G7 summit takes place in Hiroshima, Japan. Ukrainian president Volodymyr Zelenskyy arrives in Japan on the second day of the summit.","[-0.01569672 -0.01760439 -0.00385696 ...  0.01714348  0.00464436
 -0.01515898]",0.2789293682307089
92,"May 21 – The May 2023 Greek legislative election is held; the ruling New Democracy wins a plurality of seats in the Hellenic Parliament. Just days later, incumbent prime minister Kyriakos Mitsotakis called for another snap election to be held in June.","[-0.01542929 -0.00586928 -0.03221697 ... -0.00272159  0.00456535
 -0.00842588]",0.25359321152181424
93,"May 21 – The 2023 East Timorese parliamentary election is held, with the National Congress for Timorese Reconstruction and Fretilin parties receiving the most votes. Xanana Gusmão is elected Prime Minister of East Timor.","[-0.01736012  0.0058678  -0.02243322 ...  0.00393781  0.00372698
 -0.00905632]",0.2694134691390567
94,May 24 – Canada and Saudi Arabia agree to restore full diplomatic relations after a breakdown in relations in 2018 over the assassination of Jamal Khashoggi.,"[-0.00654371 -0.01584466  0.01268081 ...  0.01674681 -0.00177411
  0.01071135]",0.2922817199053229
95,May 25 – Russia and Belarus sign an agreement in Minsk allowing the stationing of Russian tactical nuclear weapons on Belarusian territory.,"[-0.00856387 -0.01890892  0.00226197 ...  0.01721809  0.01662436
 -0.01262961]",0.2740710386937951
96,"May 27 – The second round of the 2023 Mauritanian parliamentary election is held, with the ruling El Insaf Party receiving the most votes.","[-0.02665272  0.0001612  -0.0088056  ... -0.01238268  0.01141986
  0.00525084]",0.25129857466653827
97,May 28 – The second round of the 2023 Turkish presidential election is held; Recep Tayyip Erdoğan defeats Kemal Kılıçdaroğlu with 52.18% of the vote to win a third term as president.,"[-0.01544543 -0.01920381 -0.01280683 ...  0.02467407  0.01316079
  0.00203204]",0.2533703699290235
98,May 31 – The 2023 Latvian presidential election is held; Edgars Rinkēvičs is elected the President of Latvia.,"[-0.0055696  -0.00465495 -0.0059782  ...  0.01077459  0.00422435
 -0.01333938]",0.2487254712910706
99,"June 2 – A train collision in Odisha, India results in at least 296 deaths and more than 1,200 others injured.","[-0.00559328  0.0088692   0.01679597 ... -0.00855291 -0.00427
 -0.00946952]",0.27547848019719123
100,"The 2023 Guinea-Bissau legislative election is held; the coalition Inclusive Alliance Platform – Terra Ranka led by the African Party for the Independence of Guinea and Cape Verde, wins a majority of seats.","[-0.01223167  0.00013875 -0.00158454 ... -0.02337489 -0.00809692
  0.00377635]",0.24337326630355238
101,"June 6 – The 2023 Kuwaiti general election is held; following the annulment of the results of the 2022 snap elections by the Constitutional Court. 38 members retained their seats from the annulled 2022 session, while two returned from the dissolved 2020 session. Ten new MPs were elected for the first time.","[-0.01065599 -0.00091893  0.00717407 ... -0.00090579  0.0214828
  0.00408633]",0.2721068562842144
102,"June 6 – Russian invasion of Ukraine: The Nova Kakhovka dam in the Russian-controlled region of Kherson is destroyed, threatening the region with devastating floodwaters.","[-0.0017619  -0.01297428  0.00401661 ...  0.01260064  0.01859174
  0.0157057 ]",0.29286547521280604
103,"June 6 – Due to smoke from wildfires in Canada, New York City in the United States is declared to have the worst air quality out of any city in the world.","[-0.00105356 -0.00844767 -0.01324748 ...  0.01725372  0.01969843
 -0.02672536]",0.28852954940835696
104,"June 11 – Honduras opens its first embassy in Beijing, China, after breaking off relations with Taiwan in March.","[-0.01983328 -0.00259421  0.00217453 ... -0.00351619  0.02587401
 -0.00818609]",0.2983159035324461
105,June 12 – Eritrea rejoins the Intergovernmental Authority on Development trade bloc after suspending its membership in 2007.,"[-0.00711089 -0.00477794 -0.0081851  ... -0.01088711  0.01905903
 -0.02013983]",0.29130231181653676
106,"June 13 – At least 106 people are killed when a wedding boat capsizes on the Niger River in Kwara State, Nigeria.","[ 0.00372909 -0.01921542  0.00937973 ... -0.00492762 -0.00387891
 -0.01481216]",0.30685804501030856
107,"June 14 – Scientists report the creation of the first synthetic human embryo from stem cells, without the need for sperm or egg cells.","[-0.02531675 -0.01243256 -0.01940693 ... -0.0050227   0.00905829
 -0.03032333]",0.24150009587729404
108,June 14 – At least 82 people die and 500 are reported missing after a boat carrying migrants capsizes off the coast of the Peloponnese.,"[ 0.01018459 -0.00764003  0.00942313 ... -0.00232723 -0.00175771
 -0.0162192 ]",0.303965586861237
109,"June 18 – Titan submersible implosion: All five crew members of Titan, a deep-sea submersible exploring the wreck of the Titanic, are killed following a catastrophic implosion of the vessel.","[-0.03570482 -0.01931318  0.00538416 ...  0.00967598 -0.00404297
  0.00083057]",0.27474418489646435
